,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
0,POPR4,1017,000,000,0000,"0,00%",0,000,000,000,000,000,"8,66%","5,65%",108,"15,25%","19,93%",000,"545.803.000,00",082,"30,93%"
1,CFLU4,"1.000,00",000,000,0000,"0,00%",0,000,000,000,000,000,"8,88%","10,72%",110,"17,68%","32,15%",000,"60.351.000,00",006,"8,14%"
2,PMET3,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","4,10%",000,"-290.863.000,00",000,"37,74%"
3,CSTB3,15000,000,000,0000,"0,00%",0,000,000,000,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
4,MNSA3,042,000,000,0000,"0,00%",0,000,000,000,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
5,PORP4,240,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-2,08%",000,"22.399.000,00",000,"13,66%"
6,CLAN3,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-1,05%",000,"1.012.240.000,00",000,"-63,96%"
7,IVTT3,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-0,40%",000,"1.083.050.000,00",000,"20,67%"
8,MNSA4,047,000,000,0000,"0,00%",0,000,000,000,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
9,CSTB4,14769,000,000,0000,"0,00%",0,000,000,000,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
10,GNDI3,6695,"-3.584,82",584,3423,"2,39%",2378,7965,8705,-621,9113,5088,"3,93%","-0,09%",117,"3,09%","-0,16%",000,"7.116.080.000,00",053,"25,23%"
11,GUAR4,15100,"-2.200,21",1443,8570,"0,00%",5281,2080,21788,81112,22096,7878,"3,93%","-0,39%",166,"3,20%","-0,66%",000,"5.223.160.000,00",067,"5,56%"
12,PLDN4,48600,-55307,108,0919,"0,00%",611,107,-7556,310,-3312,-3312,"-1,22%","-0,17%",1081,"-1,27%","-0,20%",000,"289.939.000,00",001,"10,26%"
13,BAHI4,8600,-33905,1851,6009,"0,00%",3812,-1949,-40420,-548,-41909,21284,"-1,49%","-1,77%",33,"-1,02%","-5,46%",000,"122.640.000,00",098,"57,20%"
14,LCSA4,3509,-33752,-22800,79738,"0,00%",125308,-20227,-50580,-9661,-50656,-50656,"-15,77%","-23,63%",29,"-28,74%","67,55%",000,"-377.568.000,00",-035,"6.354,07%"
15,BHGR3,1910,-27216,110,3613,"0,00%",855,-19445,2370,-856,2595,1420,"15,24%","-1,31%",96,"3,93%","-0,40%",000,"1.077.600.000,00",020,"20,67%"
16,DMMO3,176,-25865,-172,2854,"0,00%",3346,1190,637,-137,590,542,"44,81%","-1,10%",225,"70,39%","0,66%",000,"-553.275.000,00",000,"-17,37%"
17,BAHI5,6500,-25626,1399,4542,"0,00%",2881,-1473,-30550,-414,-32039,16272,"-1,49%","-1,77%",33,"-1,02%","-5,46%",000,"122.640.000,00",098,"57,20%"
18,FRIO3,30100,-23279,-457,0962,"0,00%",1057,-323,2176,-217,3696,2227,"4,42%","0,42%",68,"7,11%","1,96%","14.139,80","-414.191.000,00",-362,"9,28%"
19,RJCP3,001,-22470,065,0000,"0,00%",619,000,-52294,000,-52396,-91732,"0,00%","0,00%",0,"0,00%","-0,29%",000,"17.287.200,00",000,"0,00%"
20,ABYA3,491,-21480,176,2055,"0,00%",527,198,1996,-275,3367,3367,"10,29%","-0,96%",209,"2,78%","-0,82%",000,"292.060.000,00",131,"16,41%"
21,PITI4,128,-20474,000,0000,"0,00%",0,000,"-2.637,65",000,"-2.637,65",11107,"0,00%","0,00%",0,"0,00%","0,00%",000,000,000,"-29,63%"
22,ENAT3,2821,-16519,193,5400,"0,00%",922,746,5715,-355,6465,1064,"9,45%","-3,27%",188,"2,20%","-1,17%","78.356.800,00","3.877.450.000,00",071,"13,63%"
23,SCLO3,1410,-16114,-008,0000,"0,00%",726,-008,-16114,-008,-48266,-48266,"0,00%","0,00%",1,"-0,47%","0,05%",000,"-161.270.000,00",-017,"-55,74%"
24,APER3,4410,-13691,192,2817,"0,00%",1094,-1680,2211,-442,2240,1504,"12,74%","-2,17%",74,"5,29%","-1,40%","100.946,00","469.071.000,00",011,"39,89%"
25,SYNE3,896,-13620,090,3220,"0,00%",342,405,768,-134,1139,849,"41,91%","1,31%",528,"4,84%","-0,66%","3.611.330,00","1.516.280.000,00",064,"-2,28%"
26,MRVE3,688,-12988,057,0521,"0,00%",154,064,1390,-066,4059,2745,"3,75%","-0,25%",207,"1,16%","-0,44%","128.444.000,00","6.745.350.000,00",116,"4,17%"
27,LCSA3,1250,-12023,-8122,28405,"0,00%",44638,-7205,-18018,-3441,-18095,-18095,"-15,77%","-23,63%",29,"-28,74%","67,55%",000,"-377.568.000,00",-035,"6.354,07%"
28,MAGG3,5940,-11998,132,0684,"0,00%",440,932,407,-155,641,534,"16,82%","-0,57%",114,"14,05%","-1,10%",000,"2.246.130.000,00",103,"9,27%"
29,PLAS3,656,-11416,-020,0086,"0,00%",120,-031,-395,-009,-1745,1079,"-2,18%","-0,08%",45,"-3,67%","0,17%","10.906,40","-409.281.000,00",-072,"28,64%"
30,SQIA3,2737,-11033,370,3592,"0,20%",1490,2587,6233,-384,6732,1850,"5,76%","-2,88%",143,"2,81%","-3,35%",000,"650.717.000,00",065,"46,32%"
31,GUAR3,726,-10579,069,0412,"0,00%",254,100,1048,3900,1356,483,"3,93%","-0,39%",166,"3,20%","-0,66%","23.066.300,00","5.223.160.000,00",067,"5,56%"
32,ATOM3,225,-10400,316,2521,"0,00%",2064,219,-2724,329,-1730,-1930,"-9,26%","-2,42%",3064,"-32,48%","-3,04%","82.938,60","16.924.000,00",000,"19,39%"
33,LINX3,3740,-9095,438,7885,"1,52%",2745,1196,5317,4706,5149,2297,"14,83%","-8,67%",214,"6,82%","-4,81%",000,"1.619.010.000,00",022,"15,54%"
34,BNCA3,7030,-9030,245,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-2,72%",000,"3.068.150.000,00",000,"2,41%"
35,HETA3,9600,-7722,-014,12959,"0,00%",3761,-1750,2252,-014,17182,17182,"57,54%","-16,78%",49,"16,71%","0,18%",000,"-351.552.000,00",-092,"36,54%"
36,AMIL3,3220,-7328,770,1129,"0,00%",2003,-1695,13658,-543,13861,5013,"0,83%","-1,53%",75,"2,22%","-10,51%",000,"1.532.980.000,00",124,"28,47%"
37,BRTP3,3571,-6726,245,1168,"0,00%",684,898,603,-240,755,755,"19,37%","-2,96%",129,"13,41%","-3,64%",000,"5.302.340.000,00",091,"3,66%"
38,IDVL11,14000,-6600,6056,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-91,76%",000,"237.683.000,00",000,"0,00%"
39,PRGA4,7500,-6220,846,2354,"0,00%",2203,1922,20297,-805,21967,3550,"1,16%","-3,49%",134,"1,83%","-13,59%",000,"14.923.400.000,00",135,"13,36%"
40,CSNA3,1421,-5922,108,0415,"5,23%",206,234,252,-049,617,425,"16,45%","0,89%",132,"11,29%","-1,82%","119.992.000,00","17.500.700.000,00",256,"16,76%"
41,CLSA3,780,-5234,203,2908,"0,00%",1664,355,-1732,370,-1307,-2749,"-16,78%","-5,56%",388,"-18,48%","-3,88%","10.012.400,00","720.924.000,00",005,"13,21%"
42,PEFX5,1900,-5204,168,0477,"0,00%",597,2034,575,-318,659,000,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",031,"4,36%"
43,PEFX3,1900,-5204,168,0477,"0,00%",597,2034,575,-318,659,000,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",031,"4,36%"
