,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
0,IVTT3,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-0,40%",000,"1.083.050.000,00",000,"20,67%"
1,PORP4,240,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-2,08%",000,"22.399.000,00",000,"13,66%"
2,CFLU4,"1.000,00",000,000,0000,"0,00%",0,000,000,000,000,000,"8,88%","10,72%",110,"17,68%","32,15%",000,"60.351.000,00",006,"8,14%"
3,MNSA4,047,000,000,0000,"0,00%",0,000,000,000,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
4,PMET3,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","4,10%",000,"-290.863.000,00",000,"37,74%"
5,MNSA3,042,000,000,0000,"0,00%",0,000,000,000,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
6,CSTB3,15000,000,000,0000,"0,00%",0,000,000,000,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
7,CSTB4,14769,000,000,0000,"0,00%",0,000,000,000,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
8,POPR4,1017,000,000,0000,"0,00%",0,000,000,000,000,000,"8,66%","5,65%",108,"15,25%","19,93%",000,"545.803.000,00",082,"30,93%"
9,CLAN3,000,000,000,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-1,05%",000,"1.012.240.000,00",000,"-63,96%"
10,GNDI3,6695,"-3.584,82",584,3423,"2,39%",2378,7965,8705,-621,9113,5088,"3,93%","-0,09%",117,"3,09%","-0,16%",000,"7.116.080.000,00",053,"25,23%"
11,PRNR3,1184,"-1.699,89",203,0456,"2,18%",636,383,496,-403,689,504,"9,20%","3,22%",149,"15,44%","-0,12%","2.476.150,00","227.184.000,00",120,"36,30%"
12,ATOM3,209,-61423,272,2121,"15,33%",1770,192,-1696,281,-994,-1069,"-12,50%","-0,35%",1709,"-40,57%","-0,44%","24.399,50","18.297.000,00",000,"20,53%"
13,PLDN4,48600,-55307,108,0919,"0,00%",611,107,-7556,310,-3312,-3312,"-1,22%","-0,17%",1081,"-1,27%","-0,20%",000,"289.939.000,00",001,"10,26%"
14,LVTC3,427,-52294,043,0288,"0,32%",199,071,130,-211,084,044,"22,13%","-0,06%",275,"17,37%","-0,08%","82.948,10","644.883.000,00",000,"-10,31%"
15,GUAR4,15100,-46597,1512,8708,"0,00%",5467,2257,35743,-74830,36557,9292,"2,44%","-1,87%",162,"1,94%","-3,24%",000,"4.986.780.000,00",075,"5,42%"
16,LWSA3,616,-41440,126,2937,"0,85%",816,625,5323,1127,3819,1426,"5,52%","-0,71%",145,"2,05%","-0,30%","43.794.100,00","2.921.510.000,00",002,"41,70%"
17,EMBR3,2284,-41409,133,0630,"0,00%",324,145,762,-196,1052,688,"8,27%","-0,26%",165,"5,60%","-0,32%","112.572.000,00","12.757.400.000,00",112,"21,60%"
18,LCSA4,3509,-33752,-22800,79738,"0,00%",125308,-20227,-50580,-9661,-50656,-50656,"-15,77%","-23,63%",29,"-28,74%","67,55%",000,"-377.568.000,00",-035,"6.354,07%"
19,BHGR3,1910,-27216,110,3613,"0,00%",855,-19445,2370,-856,2595,1420,"15,24%","-1,31%",96,"3,93%","-0,40%",000,"1.077.600.000,00",020,"20,67%"
20,DMMO3,176,-25865,-172,2854,"0,00%",3346,1190,637,-137,590,542,"44,81%","-1,10%",225,"70,39%","0,66%",000,"-553.275.000,00",000,"-17,37%"
21,RJCP3,001,-22470,065,0000,"0,00%",619,000,-52294,000,-52396,-91732,"0,00%","0,00%",0,"0,00%","-0,29%",000,"17.287.200,00",000,"0,00%"
22,ABYA3,491,-21480,176,2055,"0,00%",527,198,1996,-275,3367,3367,"10,29%","-0,96%",209,"2,78%","-0,82%",000,"292.060.000,00",131,"16,41%"
23,PITI4,128,-20474,000,0000,"0,00%",0,000,"-2.637,65",000,"-2.637,65",11107,"0,00%","0,00%",0,"0,00%","0,00%",000,000,000,"-29,63%"
24,RRRP3,2940,-19182,136,1674,"0,00%",366,12240,786,-062,1651,1050,"21,28%","-1,52%",102,"5,03%","-0,71%","176.125.000,00","5.185.410.000,00",165,"153,80%"
25,MAPT3,3005,-18915,-444,0000,"0,00%",35726,"-27.615,90",-19726,-395,-19726,-19726,"0,00%","0,00%",0,"-18,11%","2,35%",000,"-6.223.000,00",000,"0,00%"
26,BAUH4,7490,-13787,396,1794,"1,61%",2393,2778,4204,3940,3967,2491,"4,27%","-1,30%",123,"9,17%","-2,87%","10.317,50","98.833.000,00",008,"4,28%"
