,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
0,VNET3,000,000,000,0000,"0,00%",0000,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","16,69%",000,"9.467.350.000,00",000,"-14,22%"
1,CFLU4,"1.000,00",000,000,0000,"0,00%",0000,000,000,000,000,000,"8,88%","10,72%",110,"17,68%","32,15%",000,"60.351.000,00",006,"8,14%"
2,CLAN3,000,000,000,0000,"0,00%",0000,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-1,05%",000,"1.012.240.000,00",000,"-63,96%"
3,CLSC6,000,000,000,0000,"0,00%",0000,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","9,92%",000,"2.025.410.000,00",000,"3,63%"
4,CSTB3,15000,000,000,0000,"0,00%",0000,000,000,000,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
5,CSTB4,14769,000,000,0000,"0,00%",0000,000,000,000,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
6,IVTT3,000,000,000,0000,"0,00%",0000,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-0,40%",000,"1.083.050.000,00",000,"20,67%"
7,MNSA3,042,000,000,0000,"0,00%",0000,000,000,000,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
8,MNSA4,047,000,000,0000,"0,00%",0000,000,000,000,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
9,PMET3,000,000,000,0000,"0,00%",0000,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","4,10%",000,"-290.863.000,00",000,"37,74%"
10,POPR4,1017,000,000,0000,"0,00%",0000,000,000,000,000,000,"8,66%","5,65%",108,"15,25%","19,93%",000,"545.803.000,00",082,"30,93%"
11,PORP4,240,000,000,0000,"0,00%",0000,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-2,08%",000,"22.399.000,00",000,"13,66%"
12,EVEN3,1673,-98545,218,2019,"0,00%",0763,135,3700,400,4284,3992,"5,45%","1,05%",342,"2,54%","-0,22%","30.230.800,00","1.668.040.000,00",083,"-6,20%"
13,CASN3,1800,-67710,974,11701,"0,00%",3648,5064,21658,-783,23424,9364,"5,40%","-1,73%",182,"1,83%","-1,44%",000,"1.321.250.000,00",098,"6,09%"
14,PLDN4,48600,-55307,108,0919,"0,00%",0611,107,-7556,310,-3312,-3312,"-1,22%","-0,17%",1081,"-1,27%","-0,20%",000,"289.939.000,00",001,"10,26%"
