,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
0,CFLU4,"1.000,00",000,000,0000,"0,00%",0,000,000,0,000,000,"8,88%","10,72%",110,"17,68%","32,15%",000,"60.351.000,00",006,"8,14%"
1,CSTB3,15000,000,000,0000,"0,00%",0,000,000,0,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
2,POPR4,1017,000,000,0000,"0,00%",0,000,000,0,000,000,"8,66%","5,65%",108,"15,25%","19,93%",000,"545.803.000,00",082,"30,93%"
3,PMET3,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","4,10%",000,"-290.863.000,00",000,"37,74%"
4,MRSA6B,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","9,98%",000,"4.312.820.000,00",000,"1,03%"
5,EQMA5B,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","23,36%",000,"2.997.240.000,00",000,"7,29%"
6,ODER3,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","41,79%",000,"284.266.000,00",000,"10,81%"
7,MNSA3,042,000,000,0000,"0,00%",0,000,000,0,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
8,VNET3,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","5,17%",000,"9.490.850.000,00",000,"-17,77%"
9,CLAN3,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-1,05%",000,"1.012.240.000,00",000,"-63,96%"
10,CSTB4,14769,000,000,0000,"0,00%",0,000,000,0,000,000,"40,85%","28,98%",260,"22,40%","20,11%",000,"8.420.670.000,00",014,"31,91%"
11,PORP4,240,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-2,08%",000,"22.399.000,00",000,"13,66%"
12,VSPT3,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-2,21%",000,"5.139.110.000,00",000,"11,25%"
13,CLSC6,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","26,13%",000,"1.984.640.000,00",000,"9,05%"
14,MRSA6B,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","9,98%",000,"4.312.820.000,00",000,"1,03%"
15,IVTT3,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-0,40%",000,"1.083.050.000,00",000,"20,67%"
16,EQMA6B,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","23,36%",000,"2.997.240.000,00",000,"7,29%"
17,MNSA4,047,000,000,0000,"0,00%",0,000,000,0,000,000,"-208,15%","-362,66%",363,"-13,50%","145,70%",000,"-9.105.000,00",-652,"-41,11%"
18,VSPT4,000,000,000,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-2,21%",000,"5.139.110.000,00",000,"11,25%"
19,CTSA3,265,"-18.433,90",103,0655,"1,15%",463,1479,1184,-478,2068,2066,"5,53%","-0,00%",107,"4,41%","-0,01%","211.481,00","285.461.000,00",083,"6,42%"
20,CTSA4,190,"-13.216,80",074,0470,"1,76%",332,1060,849,-343,1733,1731,"5,53%","-0,00%",107,"4,41%","-0,01%","110.885,00","285.461.000,00",083,"6,42%"
21,BBTG12,315,"-10.639,40","53.197,20",0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-500,00%",000,"5.000,00",000,"0,00%"
22,CTSA8,100,"-6.956,19",039,0247,"0,00%",175,558,447,-180,1330,1329,"5,53%","-0,00%",107,"4,41%","-0,01%",000,"285.461.000,00",083,"6,42%"
23,BIDI11,15358,"-5.437,61",1185,0000,"0,09%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-0,22%","307.883.000,00","3.302.690.000,00",000,"34,45%"
24,BIDI4,5110,"-5.427,70",1183,0000,"0,09%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-0,22%","140.159.000,00","3.302.690.000,00",000,"34,45%"
25,BIDI3,5093,"-5.409,64",1179,0000,"0,09%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-0,22%","19.562.800,00","3.302.690.000,00",000,"34,45%"
26,GUAR4,15100,"-2.775,99",1499,12070,"0,00%",5452,2082,-39671,-76766,-40043,22771,"-3,04%","-0,43%",171,"-2,02%","-0,54%",000,"5.027.340.000,00",081,"3,03%"
27,LINX3,3780,"-1.503,50",425,8279,"0,30%",2655,1042,5185,3262,5010,2382,"15,97%","-0,55%",226,"7,25%","-0,28%","45.876.100,00","1.684.040.000,00",031,"15,83%"
28,APER3,4880,-80724,315,5384,"0,11%",1864,1975,-16793,-1119,-15461,6788,"-3,21%","-0,85%",164,"-1,34%","-0,39%","3.996.420,00","177.727.000,00",000,"-4,93%"
29,PLDN4,48600,-55307,108,0919,"0,00%",611,107,-7556,310,-3312,-3312,"-1,22%","-0,17%",1081,"-1,27%","-0,20%",000,"289.939.000,00",001,"10,26%"
30,DASA3,14890,-47475,2025,10171,"0,19%",5365,5977,59088,-1279,62245,8505,"1,72%","-2,10%",140,"1,11%","-4,26%","192.433,00","3.536.230.000,00",151,"21,27%"
31,STBP3,669,-41930,275,6207,"0,20%",1364,612,17735,-646,15776,2776,"3,50%","-1,48%",418,"1,05%","-0,66%","39.674.200,00","2.097.210.000,00",021,"3,90%"
32,MILS3,666,-35349,153,3314,"0,00%",1137,412,11846,966,11035,950,"2,80%","-0,94%",384,"1,33%","-0,43%","9.508.410,00","1.097.900.000,00",024,"9,42%"
33,LCSA4,3509,-33752,-22800,79738,"0,00%",125308,-20227,-50580,-9661,-50656,-50656,"-15,77%","-23,63%",29,"-28,74%","67,55%",000,"-377.568.000,00",-035,"6.354,07%"
34,MOAR3,24999,-32773,315,28153,"3,82%",1856,555,-7594,7275,-7004,-7149,"-37,07%","-8,59%",427,"-3,99%","-0,96%","409.213,00","972.904.000,00",041,"81,29%"
35,BHGR3,1910,-27216,110,3613,"0,00%",855,-19445,2370,-856,2595,1420,"15,24%","-1,31%",96,"3,93%","-0,40%",000,"1.077.600.000,00",020,"20,67%"
36,MAPT3,5001,-27035,-800,0000,"0,00%",59456,"-9.191,84",-30845,-705,-30845,-30845,"0,00%","0,00%",0,"-19,40%","2,96%",000,"-5.747.000,00",000,"0,00%"
37,MAPT4,5000,-27029,-800,0000,"0,00%",59444,"-9.190,00",-30839,-705,-30839,-30839,"0,00%","0,00%",0,"-19,40%","2,96%",000,"-5.747.000,00",000,"0,00%"
38,GUAR3,1400,-25738,139,1119,"2,90%",505,193,-3678,-7117,-4050,2303,"-3,04%","-0,43%",171,"-2,02%","-0,54%","13.026.700,00","5.027.340.000,00",081,"3,03%"
39,RJCP3,001,-22470,065,0000,"0,00%",619,000,-52294,0,-52396,-91732,"0,00%","0,00%",0,"0,00%","-0,29%",000,"17.287.200,00",000,"0,00%"
40,ABYA3,491,-21480,176,2055,"0,00%",527,198,1996,-275,3367,3367,"10,29%","-0,96%",209,"2,78%","-0,82%",000,"292.060.000,00",131,"16,41%"
41,PITI4,128,-20474,000,0000,"0,00%",0,000,"-2.637,65",0,"-2.637,65",11107,"0,00%","0,00%",0,"0,00%","0,00%",000,000,000,"-29,63%"
42,NORD3,2069,-20235,-098,84249,"0,00%",7953,-293,-19853,-88,-25253,-25253,"-42,44%","-41,64%",2,"-4,06%","0,48%","78.822,90","-139.973.000,00",-027,"42,68%"
43,STBP11,1440,-18051,118,2672,"0,00%",587,263,7635,-278,5676,999,"3,50%","-1,48%",418,"1,05%","-0,66%",000,"2.097.210.000,00",021,"3,90%"
44,BTOW3,6155,-16357,363,3405,"0,00%",1525,330,10087,1297,9126,3306,"3,38%","-2,08%",296,"4,56%","-2,22%","330.478.000,00","9.485.710.000,00",082,"2,79%"
45,PRNR3,785,-14244,135,1256,"0,00%",904,220,-6275,324,-5320,1536,"-2,00%","-1,28%",308,"-2,26%","-0,95%","965.996,00","225.687.000,00",028,"7,58%"
46,CSED3,1113,-12214,940,2360,"0,00%",1158,-4722,2548,-153,3243,1524,"9,26%","-1,93%",83,"4,88%","-7,70%","12.752.800,00","452.004.000,00",304,"22,16%"
47,LPSB3,419,-12064,352,3707,"0,00%",1554,536,1624,-1287,1260,824,"22,83%","7,83%",289,"15,19%","-2,92%","4.633.920,00","175.633.000,00",001,"5,27%"
48,LCSA3,1250,-12023,-8122,28405,"0,00%",44638,-7205,-18018,-3441,-18095,-18095,"-15,77%","-23,63%",29,"-28,74%","67,55%",000,"-377.568.000,00",-035,"6.354,07%"
49,MAGG3,5940,-11998,132,0684,"0,00%",440,932,407,-155,641,534,"16,82%","-0,57%",114,"14,05%","-1,10%",000,"2.246.130.000,00",103,"9,27%"
50,ARTR3,1001,-11942,090,1587,"0,00%",356,-574,1602,-66,3662,1003,"9,91%","-1,33%",53,"2,37%","-0,76%",000,"6.372.950.000,00",130,"-3,48%"
51,NTCO3,4875,-10316,245,1817,"0,00%",1101,2604,3298,-453,3568,1527,"5,51%","-1,80%",116,"4,44%","-2,38%","361.031.000,00","27.364.300.000,00",051,"155,60%"
52,SOMA3,1439,-9849,440,5520,"0,00%",2982,675,-56716,884,-54370,7955,"-0,97%","-5,61%",303,"-0,86%","-4,47%","17.688.500,00","1.559.130.000,00",027,"-4,63%"
53,ANIM3,947,-9304,153,2690,"0,00%",835,230,1642,7581,1659,1010,"16,38%","-2,86%",478,"7,15%","-1,64%","27.051.800,00","2.505.520.000,00",053,"9,49%"
54,TUPY4,4821,-9121,272,1633,"0,00%",1137,383,2309,-3022,2575,1190,"7,07%","-1,79%",220,"7,39%","-2,98%",000,"2.553.460.000,00",087,"9,07%"
55,BNCA3,7030,-9030,245,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-2,72%",000,"3.068.150.000,00",000,"2,41%"
56,RCSL4,150,-8326,-176,3989,"0,00%",2582,-2017,16248,-127,16089,7735,"2,45%","-4,80%",77,"1,68%","2,11%","2.511.610,00","-64.669.000,00",-000,"761,86%"
57,OPCT3,948,-8310,1199,2950,"0,00%",1687,2551,4005,-300,5352,1988,"7,37%","-3,55%",129,"5,23%","-14,43%","14.598.900,00","158.121.000,00",509,"44,98%"
58,HBRE3,1660,-8237,155,22150,"0,00%",655,-1723,2351,-156,3407,3383,"94,22%","-35,43%",61,"2,92%","-1,89%","2.735.820,00","1.101.940.000,00",080,"13,81%"
59,AMIL3,3220,-7328,770,1129,"0,00%",2003,-1695,13658,-543,13861,5013,"0,83%","-1,53%",75,"2,22%","-10,51%",000,"1.532.980.000,00",124,"28,47%"
60,ENJU3,1088,-6833,428,26715,"0,00%",4020,445,-6822,448,-5208,-6656,"-39,16%","-39,10%",1786,"-229,49%","-6,26%","39.403.700,00","497.143.000,00",000,"0,00%"
61,BRTP3,3571,-6726,245,1168,"0,00%",684,898,603,-240,755,755,"19,37%","-2,96%",129,"13,41%","-3,64%",000,"5.302.340.000,00",091,"3,66%"
62,IDVL11,14000,-6600,6056,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","-91,76%",000,"237.683.000,00",000,"0,00%"
63,MBLY3,2313,-6119,-13169,4084,"0,00%",7941,-5588,-13766,-2041,-14291,32489,"-2,97%","-6,67%",83,"-11,78%","215,23%","20.237.500,00","-18.704.000,00",-629,"48,18%"
64,CNTO3,2808,-6024,348,2822,"0,00%",1097,473,-12035,-712,-14314,4403,"-2,34%","-4,69%",178,"-1,12%","-5,78%","44.201.500,00","1.950.300.000,00",092,"-5,44%"
65,PEFX3,1900,-5204,168,0477,"0,00%",597,2034,575,-318,659,000,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",031,"4,36%"
66,PEFX5,1900,-5204,168,0477,"0,00%",597,2034,575,-318,659,000,"8,30%","-0,92%",107,"11,77%","-3,24%",000,"396.955.000,00",031,"4,36%"
67,DTCY3,981,-4827,1817,6059,"0,00%",4008,-2128,18666,-795,18559,2959,"3,25%","-12,55%",59,"2,74%","-37,64%","51.562,80","6.010.000,00",049,"4,60%"
68,TOYB4,250,-4796,-543,5256,"0,00%",4405,-647,-904,-383,-915,-967,"-58,16%","-10,96%",49,"-59,36%","11,31%",000,"-13.852.000,00",-007,"-26,99%"
69,IMBI3,501,-4642,281,"2.659,020","0,00%",518,-221,-9712,-37,-10472,-10745,"-2.737,88%","-13.821,20%",5,"-0,54%","-6,05%",000,"62.544.000,00",022,"-57,16%"
70,TELB3,7210,-4606,315,18338,"0,00%",1153,482,-1713,-356,-1470,-5928,"-107,04%","-39,81%",437,"-8,94%","-6,84%","106.991,00","1.553.240.000,00",017,"49,11%"
71,CLAN4,300,-4492,047,15151,"0,00%",406,-1550,-8256,-636,-9743,2268,"-18,35%","-33,73%",73,"-0,50%","-1,05%",000,"1.012.240.000,00",008,"-63,96%"
72,TOYB3,229,-4394,-497,4815,"0,00%",4035,-593,-828,-350,-839,-887,"-58,16%","-10,96%",49,"-59,36%","11,31%",000,"-13.852.000,00",-007,"-26,99%"
73,EBTP3,1021,-4356,117,0548,"0,00%",353,-50247,642,-73,846,285,"8,53%","-1,03%",99,"6,03%","-2,68%",000,"10.782.200.000,00",039,"22,10%"
74,EBTP4,1000,-4266,114,0537,"0,00%",346,-49213,629,-71,833,281,"8,53%","-1,03%",99,"6,03%","-2,68%",000,"10.782.200.000,00",039,"22,10%"
75,HBSA3,592,-4265,295,3079,"0,00%",788,459,2585,-163,4268,1868,"11,91%","-7,22%",320,"3,77%","-6,92%","28.050.900,00","1.525.830.000,00",260,"63,03%"
76,FBRA4,3458,-3957,166,0457,"0,00%",738,1894,740,-443,1062,1062,"6,18%","-1,15%",111,"11,94%","-4,20%",000,"213.406.000,00",077,"12,48%"
77,BRTP4,2081,-3919,143,0681,"0,00%",399,523,351,-140,503,503,"19,37%","-2,96%",129,"13,41%","-3,64%",000,"5.302.340.000,00",091,"3,66%"
78,TUPY3,2019,-3820,114,0684,"0,00%",476,160,967,-1265,1233,570,"7,07%","-1,79%",220,"7,39%","-2,98%","24.325.100,00","2.553.460.000,00",087,"9,07%"
79,ITEC3,4010,-3512,2204,"2.611,690","0,00%",9216,2542,-2600,-6891,-2480,-2956,"-10.044,70%","-7.435,88%",523,"-63,06%","-62,76%",000,"20.143.000,00",000,"-74,79%"
80,ELMD3,1630,-3293,2442,8364,"0,00%",2210,-3013,-5061,-305,-6375,13483,"-16,53%","-26,02%",72,"-5,36%","-74,15%","9.688.220,00","91.917.000,00",727,"-9,44%"
81,IMBI4,350,-3243,196,"1.857,600","0,00%",362,-154,-6785,-26,-7544,-7741,"-2.737,88%","-13.821,20%",5,"-0,54%","-6,05%",000,"62.544.000,00",022,"-57,16%"
82,PRTX3,277,-3227,-14532,297651,"0,00%",1400,-257,-9711,-143,-12899,3719,"-306,50%","-922,47%",5,"-1,50%","450,37%",000,"-18.917.000,00",-4985,"307,96%"
83,DFVA3,990,-3138,6069,4327,"0,00%",5365,2910,-5591,-3147,-5828,-5828,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
84,ASTA4,2583,-3079,100,0652,"0,00%",446,257,1990,-330,3320,3320,"3,28%","-2,12%",171,"2,52%","-3,25%",000,"515.672.000,00",085,"-4,73%"
85,BRML3,1023,-3039,083,9761,"0,00%",466,643,1681,-147,2141,2011,"58,06%","-36,73%",401,"3,01%","-2,73%","160.132.000,00","10.745.600.000,00",036,"-6,64%"
86,VGOR4,587,-2958,718,1229,"0,00%",1468,11397,2732,-322,3409,3409,"4,50%","-4,59%",104,"6,00%","-24,29%",000,"135.178.000,00",189,"4,77%"
87,CRBM3,9000,-2895,326,1498,"0,00%",1172,298,-1545,1690,-1417,-1417,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",045,"-1,58%"
88,DFVA4,800,-2535,4904,3497,"0,00%",4335,2351,-4518,-2543,-4755,-4755,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
89,TAMM4,5273,-2274,380,0626,"0,00%",524,-3111,977,-96,1801,966,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
90,TAMM3,5260,-2268,379,0625,"0,00%",523,-3104,974,-96,1798,965,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
91,CEAB3,1153,-2137,134,0870,"0,00%",486,280,-1459,-313,-1337,1157,"-5,96%","-4,07%",156,"-5,25%","-6,27%","22.710.800,00","2.654.800.000,00",046,"-11,07%"
92,CRBM7,6000,-1930,218,0999,"0,00%",782,199,-1030,1126,-902,-902,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",045,"-1,58%"
93,WMBY3,2539,-1930,287,0836,"0,00%",182,120,862,-150,2502,2502,"9,70%","-7,05%",144,"2,39%","-14,86%",000,"212.439.000,00",651,"-14,48%"
94,GFSA3,477,-1874,092,1622,"0,00%",382,133,2029,408,2480,2220,"7,99%","-8,71%",173,"2,35%","-4,90%","63.054.700,00","1.562.380.000,00",060,"-4,77%"
95,TDBH4,066,-1863,128,0906,"0,00%",811,-615,873,-566,1023,1023,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",027,"35,74%"
96,TANC4,4300,-1854,310,0511,"0,00%",428,-2537,796,-78,1620,869,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
97,RRRP3,3930,-1660,400,21070,"0,00%",2040,655,11184,-1654,10995,5416,"18,84%","-135,39%",674,"2,79%","-24,07%","23.984.900,00","1.077.100.000,00",059,"0,00%"
98,TELB4,2582,-1650,113,6567,"0,00%",413,173,-614,-128,-370,-1492,"-107,04%","-39,81%",437,"-8,94%","-6,84%","249.915,00","1.553.240.000,00",017,"49,11%"
99,CCIM3,552,-1644,094,0498,"0,00%",198,053,896,-109,2504,3884,"5,55%","-3,03%",258,"2,38%","-5,75%",000,"660.347.000,00",193,"29,98%"
100,BIOM3,1661,-1589,587,19172,"0,00%",2586,835,-2176,-2641,-2266,-2266,"-88,09%","-120,62%",303,"-18,36%","-36,96%","239.497,00","191.479.000,00",098,"698,62%"
101,TDBH3,056,-1581,108,0769,"0,00%",688,-522,740,-480,891,891,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",027,"35,74%"
102,TESA3,3999,-1533,111,0706,"0,00%",299,-957,369,-78,799,647,"19,14%","-4,61%",92,"9,31%","-7,24%","1.444.280,00","784.726.000,00",140,"9,98%"
103,ECOR3,1146,-1510,11397,1601,"0,00%",577,-833,390,-69,818,614,"41,08%","-10,60%",69,"17,29%","-754,68%","44.586.400,00","56.181.000,00",15127,"9,46%"
