,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
58,ITEC3,4010,-3512,2204,"2.611,690","0,00%",9216,2542,-2600,-6891,-2480,-2956,"-10.044,70%","-7.435,88%",523,"-63,06%","-62,76%",000,"20.143.000,00",000,"-74,79%"
59,PRGA4,7500,-3418,894,2339,"0,00%",2130,1990,"5.340,37",-799,"5.802,46",4317,"0,04%","-6,63%",129,"0,07%","-26,15%",000,"14.121.800.000,00",158,"17,07%"
60,MGLU3,197,-3343,139,0356,"0,00%",360,566,1295,-168,1696,751,"2,75%","-1,06%",114,"4,22%","-4,17%","327.545.000,00","9.532.650.000,00",078,"19,50%"
61,IMBI4,350,-3243,196,"1.857,600","0,00%",362,-154,-6785,-026,-7544,-7741,"-2.737,88%","-13.821,20%",5,"-0,54%","-6,05%",000,"62.544.000,00",022,"-57,16%"
62,PRTX3,277,-3227,-14532,297651,"0,00%",1400,-257,-9711,-143,-12899,3719,"-306,50%","-922,47%",5,"-1,50%","450,37%",000,"-18.917.000,00",-4985,"307,96%"
63,KROT4,512,-3213,080,1691,"0,00%",381,1240,747,-125,1220,802,"22,62%","-5,52%",121,"5,64%","-2,47%",000,"12.083.300.000,00",061,"-6,35%"
64,OMGE3,2757,-3203,159,3419,"0,00%",543,1086,1256,-106,2434,1309,"27,23%","-11,12%",172,"4,69%","-4,95%",000,"3.483.570.000,00",166,"38,73%"
65,BALM3,1170,-3144,078,0626,"7,58%",459,096,405,153,291,250,"15,45%","-0,48%",308,"15,33%","-2,48%",88841,"146.999.000,00",015,"3,82%"
66,DFVA3,990,-3138,6069,4327,"0,00%",5365,2910,-5591,-3147,-5828,-5828,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
67,ASTA4,2583,-3079,100,0652,"0,00%",446,257,1990,-330,3320,3320,"3,28%","-2,12%",171,"2,52%","-3,25%",000,"515.672.000,00",085,"-4,73%"
68,VGOR4,587,-2958,718,1229,"0,00%",1468,11397,2732,-322,3409,3409,"4,50%","-4,59%",104,"6,00%","-24,29%",000,"135.178.000,00",189,"4,77%"
69,CRBM3,9000,-2895,326,1498,"0,00%",1172,298,-1545,1690,-1417,-1417,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",045,"-1,58%"
70,HAPV3,383,-2819,059,1071,"0,00%",386,6782,82762,-173,98462,1533,"0,13%","-3,81%",105,"0,05%","-2,09%","271.952.000,00","49.114.400.000,00",022,"52,89%"
71,BAHI4,8600,-2797,5267,6010,"0,00%",3635,-967,-17136,-423,-18484,48964,"-3,51%","-22,11%",13,"-2,19%","-188,32%",000,"43.092.000,00",438,"63,05%"
72,BALM4,1000,-2687,067,0535,"8,86%",392,082,347,131,232,199,"15,45%","-0,48%",308,"15,33%","-2,48%","6.481,10","146.999.000,00",015,"3,82%"
73,CSNA3,1712,-2579,128,0509,"11,45%",257,206,320,-062,703,479,"15,90%","-0,56%",153,"10,91%","-4,96%","110.014.000,00","17.762.500.000,00",245,"17,89%"
74,DFVA4,800,-2535,4904,3497,"0,00%",4335,2351,-4518,-2543,-4755,-4755,"-7,74%","-13,79%",133,"-10,35%","-193,42%",000,"1.170.000,00",284,"3,39%"
75,LJQQ3,485,-2461,180,0385,"3,48%",297,097,1790,-176,1757,515,"2,15%","-1,56%",186,"2,14%","-7,33%","17.577.600,00","503.826.000,00",073,"9,36%"
76,USIM5,909,-2446,049,0399,"3,62%",283,085,883,239,910,511,"4,52%","-0,61%",343,"4,04%","-1,99%","95.280.200,00","23.446.300.000,00",026,"24,25%"
77,USIM3,868,-2335,046,0381,"3,44%",271,081,843,228,870,489,"4,52%","-0,61%",343,"4,04%","-1,99%","8.663.400,00","23.446.300.000,00",026,"24,25%"
78,MODL3,308,-2299,188,0000,"0,71%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-8,17%",000,"1.154.890.000,00",000,"-62,37%"
79,TAMM4,5273,-2274,380,0626,"0,00%",524,-3111,977,-096,1801,966,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
80,TAMM3,5260,-2268,379,0625,"0,00%",523,-3104,974,-096,1798,965,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
81,CLSA3,336,-2252,088,1211,"0,00%",703,148,-756,155,-309,-632,"-16,03%","-5,38%",359,"-18,35%","-3,92%","3.141.870,00","716.090.000,00",006,"6,43%"
82,ALPA3,913,-2215,116,1629,"0,00%",789,281,6150,1047,6967,2401,"2,65%","-7,37%",351,"1,47%","-5,22%","40.283,00","5.390.030.000,00",028,"0,81%"
83,BAHI5,6500,-2114,3981,4542,"0,00%",2747,-731,-12951,-319,-14300,37880,"-3,51%","-22,11%",13,"-2,19%","-188,32%",000,"43.092.000,00",438,"63,05%"
84,MODL11,846,-2105,172,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-8,17%",000,"1.154.890.000,00",000,"-62,37%"
85,PTBL3,601,-2104,222,0398,"3,50%",279,-3780,650,-058,1315,664,"6,12%","-1,89%",98,"5,80%","-10,54%","4.400.780,00","382.221.000,00",312,"21,51%"
86,MODL4,272,-2030,166,0000,"0,00%",0,000,000,000,000,000,"0,00%","0,00%",0,"0,00%","-8,17%",000,"1.154.890.000,00",000,"-62,37%"
87,RCSL3,219,-2016,"2.403,13",4511,"0,00%",4546,3349,-14086,-895,-14084,-39873,"-3,20%","-22,70%",138,"-3,35%","-11.920,70%","12.457.300,00","116.000,00",000,"41,90%"
88,ALPA4,829,-2011,105,1479,"0,00%",717,255,5584,951,6402,2206,"2,65%","-7,37%",351,"1,47%","-5,22%","36.806.100,00","5.390.030.000,00",028,"0,81%"
89,CRBM7,6000,-1930,218,0999,"0,00%",782,199,-1030,1126,-902,-902,"-9,70%","-5,18%",224,"-12,71%","-11,28%",000,"827.347.000,00",045,"-1,58%"
90,WMBY3,2539,-1930,287,0836,"0,00%",182,120,862,-150,2502,2502,"9,70%","-7,05%",144,"2,39%","-14,86%",000,"212.439.000,00",651,"-14,48%"
91,ESPA3,106,-1899,044,0385,"0,00%",168,288,339,-086,951,548,"11,36%","-2,27%",116,"5,54%","-2,30%","2.017.310,00","877.564.000,00",104,"14,84%"
92,ORVR3,3486,-1892,468,3820,"0,00%",1291,869,3097,-298,4108,1396,"12,33%","-19,37%",222,"4,70%","-24,76%","15.022.800,00","617.519.000,00",185,"40,55%"
93,TELB3,1480,-1883,081,3217,"0,00%",316,099,-412,-151,-047,-235,"-78,09%","-17,09%",496,"-11,71%","-4,28%","46.659,30","1.586.870.000,00",007,"58,75%"
94,TDBH4,066,-1863,128,0906,"0,00%",811,-615,873,-566,1023,1023,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",027,"35,74%"
95,TANC4,4300,-1854,310,0511,"0,00%",428,-2537,796,-078,1620,869,"6,41%","-2,21%",95,"6,36%","-16,70%",000,"2.174.310.000,00",408,"9,79%"
96,OPCT3,612,-1822,154,0791,"0,00%",505,588,593,-135,1068,484,"13,34%","5,27%",141,"9,99%","-8,45%","3.991.470,00","794.548.000,00",156,"52,49%"
97,ANIM3,420,-1818,066,0462,"0,00%",171,970,275,-034,925,489,"16,78%","1,57%",110,"7,12%","-3,66%","29.733.100,00","2.551.290.000,00",198,"38,61%"
98,AMBP3,1380,-1816,233,0489,"0,66%",219,092,241,-053,714,505,"20,25%","-0,63%",230,"12,67%","-12,82%","14.794.200,00","989.635.000,00",715,"79,72%"
99,MRVE3,760,-1805,062,0597,"0,00%",178,080,2165,-074,5686,3127,"2,76%","-2,89%",199,"0,87%","-3,45%","168.715.000,00","6.862.600.000,00",112,"3,85%"
100,MYPK3,1198,-1789,048,0118,"2,51%",122,063,270,-065,830,487,"4,36%","-0,03%",158,"6,85%","-2,68%","14.339.100,00","3.834.280.000,00",179,"16,94%"
101,SYNE3,451,-1755,046,1623,"0,00%",171,212,476,-067,945,647,"34,08%","-6,35%",401,"3,92%","-2,60%","1.568.000,00","1.510.730.000,00",067,"15,16%"
102,CASH3,756,-1685,084,1913,"0,00%",545,111,-864,123,-313,-423,"-22,15%","-7,18%",265,"-9,79%","-4,98%","14.913.200,00","780.734.000,00",000,"28,20%"
103,COGN3,268,-1682,042,0885,"0,00%",199,649,391,-065,864,568,"22,62%","-5,52%",121,"5,64%","-2,47%","73.561.500,00","12.083.300.000,00",061,"-6,35%"
104,CCIM3,552,-1644,094,0498,"0,00%",198,053,896,-109,2504,3884,"5,55%","-3,03%",258,"2,38%","-5,75%",000,"660.347.000,00",193,"29,98%"
105,TDBH3,056,-1581,108,0769,"0,00%",688,-522,740,-480,891,891,"10,38%","-4,86%",63,"10,48%","-6,85%",000,"554.115.000,00",027,"35,74%"
106,GUAR3,512,-1580,051,0295,"0,00%",185,077,1212,-2537,2026,515,"2,44%","-1,87%",162,"1,94%","-3,24%","10.212.400,00","4.986.780.000,00",075,"5,42%"
107,GBIO33,1040,-1497,132,1518,"0,00%",791,757,1353,1758,1606,1606,"11,21%","-10,14%",131,"7,12%","-8,83%",000,"838.439.000,00",031,"-8,99%"
108,QUAL3,210,-1489,045,0333,"3,77%",127,268,143,-035,454,216,"23,33%","-1,83%",116,"12,64%","-3,02%","18.044.000,00","1.326.160.000,00",176,"-1,88%"
109,TELB4,1129,-1436,061,2454,"0,00%",241,076,-314,-115,050,250,"-78,09%","-17,09%",496,"-11,71%","-4,28%","91.014,70","1.586.870.000,00",007,"58,75%"
110,LECO4,146,-1348,200,0637,"0,00%",924,-1684,-2969,-316,-3269,-3269,"-2,14%","-4,72%",82,"-3,48%","-14,82%",000,"105.928.000,00",020,"3,58%"
111,SEDU3,2380,-1336,1500,3443,"0,00%",1531,5790,-2247,-267,-2868,-6964,"-15,33%","-25,73%",109,"-8,15%","-112,29%",000,"415.869.000,00",467,"10,87%"
112,TESA3,4800,-1330,162,1007,"0,00%",523,-1110,941,-135,1525,1009,"10,71%","-7,58%",86,"6,42%","-12,18%",000,"858.223.000,00",104,"15,48%"
113,IGUA3,815,-1252,-144,0568,"0,00%",564,-065,822,-060,1480,580,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
114,FGUI3,1200,-1241,-215,16009,"0,00%",25203,-220,-5776,-205,-7017,-7017,"-27,72%","-129,00%",4,"-60,74%","17,32%",000,"-222.024.000,00",-046,"2,13%"
115,IGUA6,807,-1240,-143,0562,"0,00%",558,-064,814,-059,1472,577,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
116,IGUA5,798,-1226,-141,0556,"0,00%",552,-064,804,-059,1463,573,"6,91%","-4,53%",34,"7,61%","11,52%",000,"-164.188.000,00",-133,"-7,41%"
117,FRIO3,29770,-1181,-278,0634,"0,00%",706,-198,1344,-143,2862,1779,"4,72%","-4,53%",67,"7,44%","23,53%","238.691,00","-439.858.000,00",-348,"10,06%"
118,ZAMP3,492,-1176,102,0355,"0,00%",340,5092,1424,-075,2222,402,"2,49%","-3,02%",103,"2,86%","-8,65%","10.383.000,00","1.331.470.000,00",087,"11,28%"
119,PRVI3,1054,-1174,161,0919,"0,00%",565,-25086,971,-148,987,639,"9,46%","-7,83%",99,"6,15%","-13,71%",000,"525.170.000,00",010,"16,19%"
120,MTIG3,521,-1122,-8136,12686,"0,00%",8360,-1154,-2136,-997,-2262,-2476,"-59,38%","-113,09%",27,"-47,80%","725,28%",000,"-7.835.380,00",-495,"-26,54%"
121,CPNY3,235,-1100,042,0232,"0,00%",54,020,121,-013,421,421,"19,13%","-2,11%",226,"5,48%","-3,86%",000,"398.830.000,00",233,"20,10%"
122,NORD3,1247,-1100,-053,36598,"0,00%",4440,-052,-22076,-048,-32219,-32219,"-16,58%","-332,85%",1,"-2,04%","4,80%","109.050,00","-156.430.000,00",-024,"13,25%"
123,ARTR3,1001,-1024,117,0995,"0,00%",299,-1130,308,-047,879,547,"32,31%","-9,72%",79,"10,72%","-11,44%",000,"4.911.650.000,00",250,"14,84%"
124,ECPR4,9074,-992,122,0000,"0,00%",624,17557,-8297,-129,-8260,-8272,"0,00%","0,00%",297,"-0,75%","-12,28%",000,"141.476.000,00",000,"0,00%"
125,ECPR3,9025,-987,121,0000,"0,00%",621,17462,-8252,-129,-8215,-8227,"0,00%","0,00%",297,"-0,75%","-12,28%",000,"141.476.000,00",000,"0,00%"
126,PTBL4,259,-907,096,0171,"0,00%",120,-1629,280,-025,945,477,"6,12%","-1,89%",98,"5,80%","-10,54%",000,"382.221.000,00",312,"21,51%"
127,BIOM4,868,-906,781,6212,"0,00%",2279,2225,-1106,-650,-1263,-1250,"-56,17%","-68,60%",140,"-26,04%","-86,26%",000,"99.012.000,00",158,"108,78%"
128,AERI3,079,-897,120,0304,"0,00%",257,120,333,-234,681,577,"9,12%","-3,39%",146,"10,74%","-13,42%","5.381.000,00","815.079.000,00",217,"10,41%"
129,TERI3,6428,-883,029,0107,"0,00%",81,790,720,-026,3956,3956,"1,49%","-1,91%",103,"1,25%","-3,27%",000,"3.641.000.000,00",143,"7,94%"
130,ALPK3,423,-848,241,0711,"0,00%",357,-307,342,-050,791,423,"20,82%","-7,99%",55,"12,18%","-28,46%","900.372,00","380.467.000,00",378,"30,83%"
131,MNPR4,463,-815,-010,0087,"0,00%",99,-009,050,-007,050,043,"17,47%","-1,06%",34,"21,00%","1,25%",000,"-322.426.000,00",000,"16,20%"
132,SEMP3,1686,-812,136,15081,"0,00%",1201,1567,-442,1567,-407,-407,"-340,98%","-185,82%",164,"-30,21%","-16,81%",000,"118.441.000,00",000,"-10,37%"
133,SZPQ4,664,-785,220,0855,"0,00%",744,262,-2031,-317,-2277,-2277,"-4,21%","-10,89%",297,"-3,77%","-28,00%",000,"684.467.000,00",030,"-11,71%"
134,MEDI3,1155,-752,189,0374,"0,00%",824,-1002,-911,-331,-661,-661,"-4,11%","-4,98%",79,"-12,30%","-25,13%",000,"426.164.000,00",002,"13,02%"
135,ENJU3,155,-713,089,1903,"0,00%",724,122,-450,130,-059,-088,"-42,30%","-26,70%",506,"-51,68%","-12,45%","1.387.220,00","353.986.000,00",000,"25,24%"
136,RCSL4,075,-690,82299,1545,"0,00%",1557,1147,-4824,-307,-4822,-13651,"-3,20%","-22,70%",138,"-3,35%","-11.920,70%","2.490.520,00","116.000,00",000,"41,90%"
137,TCNO3,120,-681,-840,0000,"0,00%",34,-008,-287,-004,-1511,-1745,"0,00%","0,00%",28,"-1,59%","123,36%",000,"-946.000,00",-3576,"-32,39%"
138,DASA3,755,-674,072,0400,"0,00%",210,328,543,-052,1400,650,"7,36%","-5,98%",127,"4,48%","-10,61%","2.808.810,00","7.944.720.000,00",143,"37,37%"
139,BRFS3,1433,-653,171,0447,"0,00%",407,380,"1.020,37",-153,"1.482,45",1103,"0,04%","-6,63%",129,"0,07%","-26,15%","111.577.000,00","14.121.800.000,00",158,"17,07%"
140,CBAV3,381,-637,052,0335,"8,31%",184,091,-779,-070,-1767,2214,"-4,30%","-4,10%",226,"-2,82%","-8,14%","18.877.800,00","4.784.200.000,00",093,"-20,29%"
141,PCAR4,7211,-635,388,28731,"0,00%",859,1023,-6982,-200,-7810,9685,"-41,15%","-426,84%",132,"-1,69%","-61,20%",000,"5.016.000.000,00",121,"-60,47%"
142,AZEV3,150,-598,180,0513,"0,00%",418,-647,-268,-115,-312,-578,"-19,15%","-8,58%",86,"-17,92%","-30,05%","1.052.130,00","140.013.000,00",031,"454,92%"
143,PCAR5,6712,-591,361,26743,"0,00%",799,952,-6499,-186,-7327,9086,"-41,15%","-426,84%",132,"-1,69%","-61,20%",000,"5.016.000.000,00",121,"-60,47%"
144,MWET3,1330,-572,-264,0098,"0,00%",96,-113,-435,-015,-1653,-5354,"-2,25%","-1,72%",82,"-2,45%","46,11%",000,"-10.384.000,00",-744,"16,73%"
145,AZEV4,143,-570,171,0489,"0,00%",399,-617,-255,-110,-299,-555,"-19,15%","-8,58%",86,"-17,92%","-30,05%","4.924.200,00","140.013.000,00",031,"454,92%"
146,BLUT3,514,-563,046,0000,"0,00%",138,-076,-4293,-020,-5397,-5397,"0,00%","0,00%",0,"-0,33%","-8,24%","3.091,81","56.569.000,00",012,"0,00%"
147,BUET3,2499,-546,-097,1961,"0,00%",572,-067,-1313,-039,-2260,-3632,"-14,93%","-35,93%",11,"-5,95%","17,79%",000,"-124.674.000,00",-070,"4,55%"
148,GPAR3,5000,-543,548,"2.138,410","0,00%",5242,1865,86511,2120,82519,75114,"247,18%","-39.409,10%",3083,"0,80%","-100,98%",000,"727.046.000,00",000,"-61,20%"
